,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
10848,24,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,11000,,0,0.16,N,3
10863,23,70000,MORTGAGE,7.0,EDUCATION,B,4000,,0,0.06,N,4
10865,26,45000,RENT,2.0,PERSONAL,C,10000,,0,0.22,N,3
10879,26,70000,MORTGAGE,1.0,VENTURE,B,25000,,0,0.36,N,4
10894,26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,10000,,0,0.14,N,4
10909,22,39000,RENT,3.0,EDUCATION,D,10000,,1,0.26,Y,3
10910,21,45000,RENT,5.0,EDUCATION,B,10000,,0,0.22,N,2
10924,22,52000,RENT,7.0,DEBTCONSOLIDATION,C,4300,,0,0.08,Y,2
10932,23,45600,RENT,5.0,MEDICAL,C,4250,,0,0.09,Y,2
10972,22,29000,RENT,0.0,HOMEIMPROVEMENT,D,4200,,1,0.14,N,2
10973,22,36000,RENT,7.0,PERSONAL,B,4200,,0,0.12,N,4
10989,25,37000,RENT,1.0,DEBTCONSOLIDATION,F,4200,,1,0.11,Y,2
10997,23,70800,MORTGAGE,6.0,EDUCATION,D,9600,,0,0.14,N,4
11008,21,71000,MORTGAGE,5.0,VENTURE,B,6000,,0,0.08,N,4
11022,25,65000,RENT,2.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,2
11037,23,38000,RENT,1.0,MEDICAL,D,4100,,1,0.11,N,4
11059,25,71711,MORTGAGE,9.0,EDUCATION,B,4800,,0,0.07,N,3
11075,23,72000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.07,N,3
11086,24,72000,MORTGAGE,4.0,VENTURE,A,17000,,0,0.24,N,4
11096,26,72000,MORTGAGE,10.0,EDUCATION,D,16000,,0,0.22,N,3
11104,23,42000,RENT,7.0,DEBTCONSOLIDATION,D,10000,,1,0.24,Y,3
11119,24,49639,RENT,8.0,MEDICAL,C,10000,,0,0.2,N,3
11126,24,72000,MORTGAGE,7.0,PERSONAL,A,3000,,0,0.04,N,2
11132,23,50000,RENT,0.0,DEBTCONSOLIDATION,A,10000,,0,0.2,N,2
11139,24,72000,MORTGAGE,4.0,VENTURE,C,2100,,0,0.03,Y,2
11141,22,72000,MORTGAGE,7.0,EDUCATION,A,10000,,0,0.14,N,2
11163,23,50000,RENT,7.0,MEDICAL,A,10000,,0,0.2,N,2
11172,24,44000,RENT,1.0,VENTURE,D,10000,,1,0.23,Y,3
11178,23,72000,MORTGAGE,7.0,MEDICAL,B,5975,,0,0.08,N,3
11180,26,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,,0,0.14,N,3
11189,22,72000,MORTGAGE,3.0,EDUCATION,B,5000,,0,0.07,N,2
11206,26,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6600,,0,0.09,N,2
11211,24,72000,MORTGAGE,0.0,EDUCATION,B,9000,,0,0.13,N,2
11212,22,45000,RENT,1.0,VENTURE,E,10000,,1,0.22,N,2
11214,26,66000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,12000,,1,0.18,N,3
11215,22,51360,RENT,4.0,EDUCATION,D,10000,,0,0.19,N,2
11225,25,52000,RENT,9.0,EDUCATION,D,10000,,0,0.19,N,2
11244,22,72100,MORTGAGE,2.0,EDUCATION,A,13000,,0,0.18,N,3
11257,24,72400,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,,0,0.21,N,3
11270,26,72645,OWN,5.0,VENTURE,A,12000,,0,0.17,N,2
11279,24,72984,MORTGAGE,3.0,PERSONAL,A,12000,,0,0.16,N,4
11310,22,73000,MORTGAGE,6.0,MEDICAL,B,3000,,0,0.04,N,4
11315,26,55500,RENT,3.0,MEDICAL,C,10000,,0,0.18,Y,4
11323,24,56500,RENT,1.0,HOMEIMPROVEMENT,B,10000,,0,0.18,N,4
11324,22,73063,MORTGAGE,4.0,PERSONAL,C,11200,,0,0.15,Y,2
11328,25,73200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,,0,0.07,N,2
11329,26,73200,MORTGAGE,10.0,VENTURE,C,17500,,0,0.24,N,3
11332,23,73426,MORTGAGE,0.0,EDUCATION,C,7500,,0,0.1,N,2
11350,22,74000,MORTGAGE,6.0,EDUCATION,B,9000,,0,0.12,N,2
11356,23,59000,RENT,7.0,EDUCATION,C,10000,,0,0.17,Y,3
11360,24,59000,RENT,1.0,EDUCATION,A,10000,,0,0.17,N,4
11368,23,74000,MORTGAGE,7.0,EDUCATION,B,10000,,0,0.14,N,2
11369,26,74000,MORTGAGE,4.0,VENTURE,C,3500,,0,0.05,Y,4
11371,24,60000,RENT,1.0,MEDICAL,B,10000,,0,0.17,N,3
11377,25,74000,MORTGAGE,1.0,EDUCATION,A,10000,,0,0.14,N,3
11378,26,57800,MORTGAGE,0.0,MEDICAL,D,15000,,1,0.22,Y,3
11379,23,74000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,17500,,0,0.24,N,2
11390,22,74004,MORTGAGE,6.0,EDUCATION,A,12000,,0,0.16,N,4
11394,25,60000,RENT,1.0,PERSONAL,A,10000,,0,0.17,N,4
11400,24,74360,OWN,7.0,VENTURE,A,25000,,0,0.34,N,4
11403,23,74400,MORTGAGE,0.0,PERSONAL,A,5000,,0,0.07,N,3
11404,24,74448,MORTGAGE,8.0,EDUCATION,A,4000,,0,0.05,N,2
11421,23,60000,RENT,3.0,EDUCATION,E,10000,,0,0.17,N,2
11455,24,75000,MORTGAGE,3.0,VENTURE,C,15600,,0,0.21,N,4
11461,24,39000,RENT,2.0,DEBTCONSOLIDATION,D,4000,,1,0.1,Y,4
11462,25,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7200,,0,0.1,N,4
11478,21,45000,RENT,0.0,EDUCATION,C,4000,,0,0.09,N,3
11479,22,45000,RENT,0.0,DEBTCONSOLIDATION,C,4000,,0,0.09,N,4
11489,22,62000,RENT,6.0,DEBTCONSOLIDATION,A,10000,,0,0.16,N,4
11493,22,62322,RENT,7.0,EDUCATION,B,10000,,0,0.16,N,2
11507,25,75000,MORTGAGE,5.0,EDUCATION,A,5800,,0,0.08,N,2
11508,24,75000,OWN,8.0,HOMEIMPROVEMENT,B,29800,,0,0.4,N,4
11595,23,64000,RENT,3.0,VENTURE,D,10000,,1,0.16,Y,3
11596,23,70000,RENT,4.0,EDUCATION,A,10000,,0,0.14,N,3
11603,21,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,,0,0.13,N,3
11607,25,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,12000,,0,0.16,Y,3
11619,23,64000,RENT,7.0,EDUCATION,A,10000,,1,0.16,N,4
11624,23,70872,RENT,7.0,DEBTCONSOLIDATION,C,10000,,0,0.14,N,2
11634,26,75000,OWN,10.0,EDUCATION,C,7200,,0,0.1,N,3
11646,21,75000,MORTGAGE,4.0,MEDICAL,B,25000,,0,0.33,N,2
11647,24,72000,RENT,3.0,PERSONAL,E,10000,,0,0.14,Y,4
11670,24,75000,OWN,8.0,EDUCATION,B,15000,,0,0.2,N,2
11675,26,58650,MORTGAGE,3.0,MEDICAL,C,17500,,1,0.25,N,4
11710,23,75000,MORTGAGE,1.0,EDUCATION,E,4500,,0,0.06,Y,4
11713,24,75000,MORTGAGE,5.0,EDUCATION,C,7200,,0,0.1,Y,3
11728,24,80000,RENT,0.0,EDUCATION,C,10000,,0,0.13,Y,4
11751,23,75000,MORTGAGE,0.0,MEDICAL,C,9500,,0,0.13,Y,4
11753,26,69000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,,1,0.36,N,3
11765,22,75500,MORTGAGE,6.0,VENTURE,A,12000,,0,0.16,N,4
11774,22,75600,MORTGAGE,3.0,EDUCATION,A,10000,,0,0.13,N,4
11780,25,84000,RENT,3.0,DEBTCONSOLIDATION,C,10000,,0,0.12,Y,4
11808,26,85000,RENT,3.0,HOMEIMPROVEMENT,A,10000,,0,0.12,N,2
11816,23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,20000,,0,0.26,N,4
11817,26,85500,RENT,0.0,EDUCATION,A,10000,,0,0.12,N,2
11819,25,86000,RENT,10.0,HOMEIMPROVEMENT,D,10000,,0,0.12,N,2
11828,24,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,,0,0.11,N,2
11829,25,59623,MORTGAGE,9.0,MEDICAL,B,3400,,1,0.05,N,2
11831,25,76209,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3000,,0,0.04,Y,4
11839,24,90000,RENT,8.0,HOMEIMPROVEMENT,B,10000,,0,0.11,N,2
11841,24,76494,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,,0,0.16,N,3
11845,22,76500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,15000,,0,0.2,Y,4
11849,26,91000,RENT,6.0,DEBTCONSOLIDATION,C,10000,,0,0.11,N,4
11856,25,76800,MORTGAGE,5.0,PERSONAL,C,20000,,0,0.26,Y,2
11860,22,76875,MORTGAGE,0.0,MEDICAL,A,13750,,0,0.18,N,4
11878,24,95000,RENT,8.0,DEBTCONSOLIDATION,A,10000,,0,0.11,N,2
11893,26,40000,RENT,3.0,MEDICAL,C,10200,,0,0.26,N,3
11908,23,85000,RENT,1.0,DEBTCONSOLIDATION,A,10200,,0,0.12,N,3
11926,25,77800,MORTGAGE,9.0,PERSONAL,B,30000,,0,0.39,N,4
11930,24,78000,MORTGAGE,0.0,VENTURE,A,2300,,0,0.03,N,4
11949,22,62500,RENT,0.0,PERSONAL,C,11100,,0,0.18,Y,3
11950,23,78000,MORTGAGE,7.0,MEDICAL,B,25000,,0,0.32,N,4
11960,25,78000,MORTGAGE,2.0,VENTURE,B,6000,,0,0.08,N,4
11966,26,36000,RENT,4.0,MEDICAL,A,11200,,1,0.31,N,3
11975,22,42000,RENT,6.0,EDUCATION,B,11200,,0,0.27,N,4
11988,23,72000,MORTGAGE,5.0,EDUCATION,F,19000,,1,0.26,Y,2
12009,22,69700,RENT,4.0,VENTURE,B,11200,,0,0.16,N,2
12012,22,78000,OTHER,4.0,PERSONAL,B,5600,,0,0.07,N,2
12016,25,80000,RENT,0.0,HOMEIMPROVEMENT,B,11200,,0,0.14,N,3
12020,24,86700,RENT,2.0,EDUCATION,A,11200,,0,0.13,N,4
12035,25,75000,RENT,1.0,HOMEIMPROVEMENT,C,11250,,0,0.15,N,3
12044,22,72955,MORTGAGE,6.0,PERSONAL,B,7500,,1,0.1,N,2
12055,24,43000,RENT,3.0,MEDICAL,A,11400,,0,0.27,N,2
12074,26,79000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,18500,,0,0.23,Y,3
12094,25,79700,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,,0,0.13,N,4
12098,23,79992,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6000,,0,0.08,N,3
12109,24,80000,MORTGAGE,9.0,MEDICAL,A,10000,,0,0.13,N,2
12121,24,68298,RENT,3.0,VENTURE,A,11500,,0,0.17,N,2
12123,24,80000,MORTGAGE,8.0,PERSONAL,B,8000,,0,0.1,N,4
12133,22,40000,RENT,0.0,PERSONAL,A,11575,,0,0.29,N,3
12134,25,80000,OWN,9.0,VENTURE,C,12800,,0,0.16,N,3
12153,25,80000,MORTGAGE,6.0,VENTURE,B,10000,,0,0.13,N,4
12164,21,50000,RENT,5.0,DEBTCONSOLIDATION,A,11975,,0,0.24,N,3
12169,22,80000,MORTGAGE,6.0,EDUCATION,B,35000,,0,0.44,N,2
12172,23,74000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,25975,,1,0.35,N,2
12178,23,80000,MORTGAGE,7.0,EDUCATION,B,10000,,0,0.13,N,2
12193,26,80000,MORTGAGE,5.0,MEDICAL,A,5000,,0,0.06,N,3
12194,25,80000,MORTGAGE,0.0,MEDICAL,B,15500,,0,0.19,N,3
12208,24,80000,MORTGAGE,8.0,MEDICAL,A,9000,,0,0.11,N,4
12228,23,74000,MORTGAGE,7.0,PERSONAL,B,2100,,1,0.03,N,4
12231,22,80000,MORTGAGE,4.0,PERSONAL,A,7250,,0,0.09,N,3
12236,21,32000,RENT,0.0,PERSONAL,B,12000,,1,0.38,N,4
12270,22,35000,RENT,2.0,PERSONAL,B,12000,,1,0.34,N,2
12273,23,74000,MORTGAGE,3.0,VENTURE,C,10000,,1,0.14,Y,3
12305,26,80000,MORTGAGE,10.0,VENTURE,B,25000,,0,0.31,N,3
12307,26,62900,OWN,4.0,MEDICAL,E,24250,,1,0.33,Y,2
12311,23,80000,MORTGAGE,3.0,EDUCATION,D,25000,,0,0.31,Y,4
12312,24,80000,MORTGAGE,0.0,MEDICAL,C,25000,,0,0.31,Y,2
12316,21,32000,RENT,6.0,MEDICAL,D,12000,,1,0.38,Y,2
12324,26,38000,RENT,0.0,PERSONAL,B,12000,,1,0.32,N,4
12337,22,80000,MORTGAGE,1.0,EDUCATION,A,2000,,0,0.03,N,4
12369,22,74000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,11200,,1,0.15,Y,2
12371,26,39996,RENT,0.0,VENTURE,B,12000,,0,0.3,N,4
12386,22,40000,RENT,4.0,VENTURE,B,12000,,0,0.3,N,3
12398,26,40800,RENT,2.0,PERSONAL,A,12000,,0,0.29,N,2
12412,26,80600,MORTGAGE,10.0,HOMEIMPROVEMENT,B,9600,,0,0.12,N,3
12417,23,80796,MORTGAGE,7.0,MEDICAL,A,5000,,0,0.06,N,3
12429,25,81000,OWN,9.0,VENTURE,D,12000,,0,0.15,Y,2
12435,22,39000,OWN,6.0,MEDICAL,A,1000,,0,0.03,N,3
12445,24,81100,MORTGAGE,8.0,PERSONAL,B,3200,,0,0.04,N,2
12454,22,81400,MORTGAGE,4.0,MEDICAL,B,8500,,0,0.1,N,2
12487,24,82000,MORTGAGE,8.0,VENTURE,B,5325,,0,0.06,N,3
12491,23,82000,MORTGAGE,7.0,PERSONAL,D,9000,,0,0.11,Y,2
12494,24,82000,MORTGAGE,8.0,EDUCATION,D,3500,,0,0.04,N,4
12501,23,82000,MORTGAGE,0.0,MEDICAL,A,14400,,0,0.18,N,2
12517,22,82000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000,,0,0.07,N,2
12523,21,82000,MORTGAGE,3.0,PERSONAL,A,11000,,0,0.13,N,3
12549,26,60000,RENT,7.0,MEDICAL,B,12000,,0,0.2,N,3
12551,23,60000,RENT,2.0,EDUCATION,A,12000,,0,0.2,N,3
12553,24,82726,MORTGAGE,7.0,EDUCATION,C,20000,,0,0.24,Y,4
12556,24,82800,MORTGAGE,0.0,VENTURE,B,12500,,0,0.15,N,3
12574,26,83000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,25000,,0,0.3,N,3
12585,24,61000,RENT,3.0,VENTURE,B,12000,,0,0.2,N,3
12592,24,83004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,25000,,0,0.3,N,2
12594,22,24000,RENT,3.0,PERSONAL,B,3000,,0,0.13,N,4
12599,22,24000,RENT,0.0,DEBTCONSOLIDATION,C,3000,,1,0.13,N,4
12620,24,26400,RENT,7.0,MEDICAL,A,3000,,0,0.11,N,2
12631,22,27996,RENT,4.0,MEDICAL,A,3000,,0,0.11,N,2
12640,22,84000,MORTGAGE,5.0,PERSONAL,A,10000,,0,0.12,N,2
12665,24,78000,MORTGAGE,0.0,PERSONAL,B,15000,,1,0.19,N,2
12681,23,63250,RENT,1.0,EDUCATION,B,12000,,0,0.19,N,2
12684,22,58000,RENT,3.0,MEDICAL,B,12000,,1,0.21,N,3
12689,22,84600,MORTGAGE,4.0,PERSONAL,A,6000,,0,0.07,N,4
12699,23,84996,MORTGAGE,5.0,PERSONAL,A,14000,,0,0.16,N,3
12702,26,65000,RENT,3.0,VENTURE,D,12000,,0,0.18,Y,4
12703,25,84996,MORTGAGE,3.0,VENTURE,A,3000,,0,0.04,N,2
12704,22,65000,RENT,5.0,DEBTCONSOLIDATION,C,12000,,0,0.18,Y,3
12711,26,59000,RENT,1.0,HOMEIMPROVEMENT,D,12000,,1,0.2,N,4
12714,23,66000,RENT,2.0,VENTURE,A,12000,,0,0.18,N,4
12738,24,85000,MORTGAGE,4.0,MEDICAL,C,10000,,0,0.12,N,4
12751,23,70000,RENT,4.0,MEDICAL,A,12000,,0,0.17,N,2
12754,24,85000,MORTGAGE,8.0,PERSONAL,A,35000,,0,0.41,N,2
12755,22,85000,MORTGAGE,6.0,PERSONAL,A,12500,,0,0.15,N,2
12759,22,55082,RENT,6.0,MEDICAL,F,12000,,1,0.19,Y,3
12781,22,85000,OWN,,EDUCATION,B,4300,,0,0.05,N,4
12799,24,40000,RENT,7.0,PERSONAL,C,3000,,0,0.07,Y,4
12800,22,85000,MORTGAGE,6.0,EDUCATION,A,10000,,0,0.12,N,2
12805,25,41000,RENT,3.0,VENTURE,B,3000,,0,0.07,N,3
12814,26,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8000,,0,0.09,N,3
12839,23,36000,RENT,0.0,PERSONAL,C,3000,,1,0.08,N,4
12844,24,85000,MORTGAGE,2.0,PERSONAL,A,8000,,0,0.09,N,4
12848,25,85000,MORTGAGE,7.0,PERSONAL,A,2000,,0,0.02,N,2
12858,23,85000,MORTGAGE,3.0,EDUCATION,C,20000,,0,0.24,Y,4
12860,24,85000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7500,,0,0.09,N,2
12871,22,85000,MORTGAGE,0.0,VENTURE,B,12000,,0,0.14,N,3
12883,24,75000,RENT,8.0,PERSONAL,D,12000,,0,0.16,N,4
12891,22,75000,RENT,6.0,VENTURE,A,12000,,0,0.16,N,3
12893,22,75000,RENT,6.0,EDUCATION,A,12000,,0,0.16,N,2
12898,24,75000,RENT,7.0,PERSONAL,C,12000,,0,0.16,Y,3
12922,26,85000,MORTGAGE,8.0,EDUCATION,D,8500,,0,0.1,N,4
12935,22,85500,MORTGAGE,3.0,VENTURE,D,18000,,0,0.21,N,4
12941,21,85800,MORTGAGE,5.0,VENTURE,B,18900,,0,0.22,N,2
12942,26,85900,MORTGAGE,7.0,EDUCATION,B,20000,,0,0.23,N,4
12948,23,86000,MORTGAGE,4.0,VENTURE,A,10000,,0,0.12,N,3
12954,21,86000,MORTGAGE,3.0,VENTURE,A,8400,,0,0.1,N,4
12973,23,86000,MORTGAGE,4.0,MEDICAL,B,25000,,0,0.29,N,3
12983,26,84000,RENT,10.0,EDUCATION,B,12000,,0,0.14,N,2
12989,24,86400,MORTGAGE,8.0,PERSONAL,C,16200,,0,0.19,N,4
13000,25,85000,RENT,1.0,EDUCATION,A,12000,,0,0.14,N,2
13005,24,63750,MORTGAGE,8.0,MEDICAL,D,35000,,1,0.47,N,3
13008,23,85000,RENT,3.0,MEDICAL,A,12000,,0,0.14,N,2
13011,25,73000,RENT,2.0,VENTURE,E,12000,,1,0.16,N,2
13014,24,87000,MORTGAGE,7.0,VENTURE,B,15000,,0,0.17,N,2
13039,24,36000,OWN,0.0,MEDICAL,D,12000,,0,0.33,Y,3
13044,23,87000,MORTGAGE,4.0,EDUCATION,C,10000,,0,0.11,N,4
13052,26,90000,RENT,4.0,EDUCATION,A,12000,,0,0.13,N,3
13061,21,87500,OWN,5.0,EDUCATION,C,12000,,0,0.14,N,2
13064,22,90000,RENT,6.0,VENTURE,B,12000,,0,0.13,N,4
13075,24,87663,MORTGAGE,5.0,HOMEIMPROVEMENT,B,14400,,0,0.16,N,2
13085,23,88000,MORTGAGE,7.0,MEDICAL,C,12000,,0,0.14,Y,2
13092,24,76000,MORTGAGE,3.0,VENTURE,C,12000,,1,0.16,Y,4
13098,25,93000,RENT,3.0,EDUCATION,B,12000,,0,0.13,N,3
13123,24,88494,OWN,8.0,MEDICAL,B,24000,,0,0.27,N,2
13157,26,110000,RENT,4.0,VENTURE,B,12000,,0,0.11,N,2
13158,25,89016,MORTGAGE,9.0,MEDICAL,A,4500,,0,0.05,N,3
13169,25,120000,RENT,1.0,VENTURE,A,12000,,0,0.1,N,4
13208,23,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,,0,0.13,N,3
13220,22,90000,MORTGAGE,2.0,MEDICAL,B,7000,,0,0.08,N,2
13224,25,35412,OWN,3.0,PERSONAL,B,5000,,0,0.14,N,4
13226,26,105000,RENT,1.0,HOMEIMPROVEMENT,B,12100,,0,0.12,N,2
13227,24,42000,RENT,9.0,DEBTCONSOLIDATION,A,12125,,0,0.29,N,3
13229,23,66300,MORTGAGE,6.0,MEDICAL,B,14000,,1,0.18,N,3
13246,26,32000,RENT,4.0,DEBTCONSOLIDATION,A,12250,,1,0.38,N,2
13256,23,36000,RENT,7.0,PERSONAL,B,12250,,1,0.34,N,3
13267,23,32004,RENT,3.0,EDUCATION,C,12300,,1,0.38,Y,3
13269,23,39000,RENT,7.0,MEDICAL,A,12300,,1,0.32,N,2
13271,23,55000,RENT,0.0,VENTURE,C,12300,,0,0.22,N,4
13276,21,90000,MORTGAGE,5.0,PERSONAL,B,21000,,0,0.23,N,4
13279,22,34650,RENT,3.0,EDUCATION,A,12400,,1,0.36,N,4
13280,24,90000,MORTGAGE,3.0,MEDICAL,A,3000,,0,0.03,N,4
13283,22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9500,,0,0.11,N,3
13314,25,90000,MORTGAGE,9.0,MEDICAL,A,6000,,0,0.07,N,4
13339,25,90000,MORTGAGE,2.0,PERSONAL,C,20000,,0,0.22,Y,3
13355,26,90000,MORTGAGE,1.0,PERSONAL,B,20000,,0,0.22,N,3
13363,23,78000,MORTGAGE,4.0,PERSONAL,B,15250,,1,0.2,N,2
13373,24,90000,MORTGAGE,1.0,PERSONAL,C,12000,,0,0.13,Y,4
13374,24,90000,MORTGAGE,2.0,EDUCATION,B,7500,,0,0.08,N,3
13380,24,32000,RENT,1.0,VENTURE,A,2700,,0,0.08,N,3
13386,23,78216,MORTGAGE,7.0,PERSONAL,C,1200,,1,0.02,N,3
13390,24,90730,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8000,,0,0.09,N,2
13415,24,16000,RENT,2.0,HOMEIMPROVEMENT,C,2600,,1,0.16,Y,2
13418,23,91000,MORTGAGE,3.0,PERSONAL,B,12000,,0,0.13,N,3
13446,21,12960,RENT,2.0,VENTURE,B,2525,,1,0.19,N,2
13447,24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,Y,4
13450,22,92000,MORTGAGE,4.0,VENTURE,A,1400,,0,0.02,N,3
13462,22,14400,RENT,2.0,PERSONAL,E,2500,,1,0.17,N,2
13487,26,80040,MORTGAGE,6.0,PERSONAL,A,10000,,1,0.12,N,2
13489,24,92259,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,,0,0.07,N,4
13495,22,92496,MORTGAGE,2.0,EDUCATION,A,10200,,0,0.11,N,4
13500,23,92500,MORTGAGE,5.0,EDUCATION,A,2500,,0,0.03,N,2
13513,21,52000,RENT,5.0,MEDICAL,B,12500,,0,0.24,N,3
13531,26,93000,MORTGAGE,4.0,PERSONAL,C,5600,,0,0.06,Y,4
13547,22,93000,MORTGAGE,6.0,VENTURE,B,7500,,0,0.08,N,4
13561,23,69360,MORTGAGE,,MEDICAL,B,9600,,1,0.12,N,4
13569,22,93600,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,,0,0.06,N,2
13571,23,70000,RENT,0.0,VENTURE,A,12700,,0,0.18,N,2
13583,25,94000,MORTGAGE,5.0,MEDICAL,B,20000,,0,0.21,N,4
13594,24,56000,RENT,0.0,EDUCATION,B,12800,,0,0.23,N,4
13612,24,77385,RENT,4.0,MEDICAL,A,12800,,0,0.17,N,4
13622,26,35000,RENT,10.0,MEDICAL,B,12875,,1,0.37,N,2
13628,24,58155,RENT,8.0,HOMEIMPROVEMENT,E,12950,,0,0.22,N,4
13633,26,50000,RENT,0.0,HOMEIMPROVEMENT,B,13000,,0,0.26,N,3
13648,24,95000,MORTGAGE,,MEDICAL,C,5750,,0,0.06,Y,4
13681,22,65000,RENT,3.0,EDUCATION,E,13000,,0,0.2,Y,4
13683,24,65004,RENT,0.0,VENTURE,B,13000,,0,0.2,N,2
13687,21,95000,MORTGAGE,5.0,VENTURE,A,15000,,0,0.16,N,2
13702,26,95000,OWN,5.0,EDUCATION,A,8000,,0,0.08,N,2
13714,23,76000,RENT,3.0,MEDICAL,C,13000,,0,0.17,Y,2
13743,24,33000,OWN,7.0,VENTURE,A,14000,,0,0.42,N,2
13777,26,64900,RENT,4.0,MEDICAL,B,13625,,0,0.21,N,3
13783,24,96000,MORTGAGE,2.0,VENTURE,B,4200,,0,0.04,N,4
13797,22,96000,MORTGAGE,2.0,EDUCATION,A,12000,,0,0.13,N,3
13816,25,96000,MORTGAGE,6.0,EDUCATION,B,20000,,0,0.21,N,2
13823,25,32500,OWN,9.0,MEDICAL,B,3600,,0,0.11,N,4
13835,23,96000,OTHER,3.0,EDUCATION,E,12000,,0,0.13,Y,2
13853,25,97000,MORTGAGE,9.0,PERSONAL,C,8000,,0,0.08,N,4
13873,23,97000,MORTGAGE,7.0,EDUCATION,A,4800,,0,0.05,N,2
13878,23,97000,MORTGAGE,7.0,VENTURE,C,1800,,0,0.02,Y,2
13881,26,85200,MORTGAGE,5.0,HOMEIMPROVEMENT,E,14000,,1,0.16,Y,2
13912,23,98000,MORTGAGE,7.0,VENTURE,A,10000,,0,0.1,N,4
13914,25,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,24000,,1,0.28,Y,2
13918,20,98000,MORTGAGE,4.0,EDUCATION,D,24250,,0,0.25,N,4
13948,24,32000,OWN,3.0,HOMEIMPROVEMENT,B,15000,,0,0.47,N,3
13966,24,87220,MORTGAGE,7.0,VENTURE,C,8000,,1,0.09,Y,3
13978,26,99900,MORTGAGE,10.0,PERSONAL,A,2700,,0,0.03,N,3
13979,25,60000,RENT,5.0,HOMEIMPROVEMENT,B,14000,,0,0.23,N,2
13981,25,99996,MORTGAGE,6.0,MEDICAL,B,8000,,0,0.08,N,4
14007,22,100000,MORTGAGE,6.0,EDUCATION,B,9000,,0,0.09,N,2
14031,24,100000,MORTGAGE,1.0,VENTURE,A,5000,,0,0.05,N,3
14058,26,80000,RENT,6.0,EDUCATION,B,14000,,0,0.17,N,2
14063,25,100000,MORTGAGE,5.0,MEDICAL,B,15000,,0,0.15,N,3
14094,24,95000,RENT,5.0,VENTURE,B,14000,,0,0.15,N,2
14097,22,100000,MORTGAGE,4.0,EDUCATION,A,13500,,0,0.14,N,4
14122,26,120000,RENT,10.0,VENTURE,E,14000,,0,0.12,Y,4
14127,22,30004,OWN,6.0,EDUCATION,A,7500,,0,0.25,N,2
14145,23,24000,RENT,1.0,VENTURE,B,14075,,1,0.59,N,3
14149,21,27996,RENT,2.0,VENTURE,B,14075,,1,0.5,N,2
14159,23,100000,OTHER,1.0,EDUCATION,B,15000,,0,0.15,N,2
14167,24,100000,OTHER,1.0,MEDICAL,B,25000,,0,0.25,N,3
14170,24,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6000,,0,0.06,N,3
14200,22,101000,MORTGAGE,7.0,EDUCATION,D,25000,,0,0.25,Y,3
14201,22,42996,RENT,2.0,DEBTCONSOLIDATION,C,14400,,1,0.33,Y,4
14211,24,101400,MORTGAGE,0.0,PERSONAL,A,6400,,0,0.06,N,3
14212,23,45000,RENT,4.0,EDUCATION,B,14400,,1,0.32,N,3
14216,24,50000,RENT,4.0,DEBTCONSOLIDATION,A,14400,,0,0.29,N,2
14220,24,45871,RENT,5.0,HOMEIMPROVEMENT,D,14400,,1,0.31,Y,3
